Year,Geography,AIDS classifications,,AIDS deaths,,AIDS prevalence,,HIV deaths,,HIV diagnoses,,HIV prevalence,
,,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000,Cases,Rate per 100000
"2012","Oklahoma^","181","5.8","93","3.0","2,593","82.8","115","3.7","283","9.0","5,091","162.5"
"2012","Oregon","147","4.5","88","2.7","3,602","109.7","108","3.3","270","8.2","5,998","182.7"
"2012","Pennsylvania","865","8.0","470","4.3","18,129","167.3","578","5.3","1,411","13.0","31,561","291.3"
"2012","Rhode Island","55","6.1","34","3.8","1,303","144.4","43","4.8","79","8.8","2,179","241.4"
"2012","South Carolina^","495","12.6","265","6.7","8,707","221.0","316","8.0","695","17.6","15,218","386.3"
"2012","South Dakota","12","1.8","7","1.0","188","27.5","10","1.5","25","3.7","416","61.0"
"2012","Tennessee","515","9.6","258","4.8","7,830","145.5","341","6.3","853","15.8","15,517","288.3"
"2012","Texas","2,553","12.2","1,101","5.2","39,533","188.3","1,307","6.2","4,322","20.6","71,491","340.5"
"2012","Utah","84","3.8","25","1.1","1,279","58.4","26","1.2","120","5.5","2,279","104.0"
"2012","Vermont","4","0.7","3","0.6","300","55.6","6","1.1","14","2.6","544","100.8"
"2012","Virginia","498","7.3","249","3.6","9,972","145.7","325","4.8","933","13.6","19,724","288.3"
"2012","Washington","260","4.5","131","2.3","6,341","110.3","150","2.6","494","8.6","11,009","191.4"
"2012","West Virginia","55","3.5","30","1.9","991","62.6","38","2.4","79","5.0","1,706","107.8"
"2012","Wisconsin","152","3.2","67","1.4","2,595","54.3","85","1.8","217","4.5","5,062","105.9"
"2012","Wyoming","12","2.5","1","0.2","148","31.1","2","0.4","7","1.5","249","52.3"
"2013","Alabama^","390","9.6","184","4.6","5,227","129.3","241","6.0","630","15.6","11,745","290.6"
"2013","Alaska","16","2.7","13","2.2","364","60.7","16","2.7","23","3.8","640","106.8"
"2013","Arizona","354","6.5","172","3.1","6,942","127.0","214","3.9","685","12.5","13,525","247.4"
"2013","Arkansas","157","6.4","92","3.8","2,245","91.7","119","4.9","262","10.7","4,658","190.2"
"2013","California","2,512","7.9","1,336","4.2","67,722","213.6","1,601","5.1","4,673","14.7","114,497","361.2"
"2013","Colorado","184","4.2","95","2.2","4,708","107.8","113","2.6","309","7.1","10,379","237.7"
"2013","Connecticut","223","7.3","157","5.1","6,604","216.2","175","5.7","326","10.7","10,229","334.9"
"2013","Delaware","95","12.2","62","8.0","1,923","247.3","72","9.3","110","14.1","3,083","396.5"
"2013","District of Columbia","261","46.3","164","29.1","8,141","1443.0","199","35.3","490","86.9","14,694","2604.5"
"2013","Florida","2,859","17.1","1,678","10.1","55,031","329.7","2,009","12.0","4,295","25.7","96,444","577.8"
"2013","Georgia","1,483","18.1","647","7.9","25,849","315.7","827","10.1","2,331","28.5","47,412","579.1"
"2013","Hawaii","65","5.5","29","2.5","1,462","123.8","39","3.3","96","8.1","2,373","201.0"
"2013","Idaho","15","1.2","11","0.8","503","38.7","14","1.1","25","1.9","984","75.6"
"2013","Illinois","847","7.9","401","3.7","17,194","160.1","512","4.8","1,581","14.7","32,395","301.6"
"2013","Indiana","247","4.5","152","2.8","5,103","93.9","181","3.3","474","8.7","9,609","176.7"
"2013","Iowa","82","3.2","38","1.5","1,302","50.7","43","1.7","119","4.6","2,227","86.6"
"2013","Kansas","78","3.3","42","1.8","1,520","64.2","56","2.4","147","6.2","2,753","116.3"
"2013","Kentucky","190","5.2","90","2.4","3,266","88.9","120","3.3","355","9.7","6,209","169.0"
"2013","Louisiana","696","18.2","355","9.3","9,557","250.2","416","10.9","1,123","29.4","17,491","457.9"
"2013","Maine","27","2.4","25","2.2","718","62.7","31","2.7","35","3.1","1,317","115.0"
"2013","Maryland","860","17.3","496","10.0","16,520","332.9","611","12.3","1,294","26.1","29,629","597.1"
"2013","Massachusetts","374","6.5","220","3.8","11,106","193.8","268","4.7","671","11.7","18,909","330.0"
"2013","Michigan","465","5.6","228","2.7","7,703","92.4","278","3.3","751","9.0","14,412","172.9"
"2013","Minnesota","179","4.0","63","1.4","3,425","76.3","76","1.7","306","6.8","7,186","160.1"
"2013","Mississippi","402","16.3","177","7.2","4,142","168.3","228","9.3","470","19.1","8,459","343.8"
"2013","Missouri","267","5.3","151","3.0","5,948","118.0","185","3.7","462","9.2","10,979","217.9"
"2013","Montana","15","1.8","12","1.4","316","37.1","13","1.5","22","2.6","525","61.6"
"2013","Nebraska","63","4.1","26","1.7","983","64.5","32","2.1","80","5.2","1,853","121.5"
"2013","Nevada","244","10.6","113","4.9","3,759","163.3","142","6.2","431","18.7","7,371","320.1"
"2013","New Hampshire","17","1.5","12","1.1","619","54.3","15","1.3","36","3.2","1,138","99.9"
"2013","New Jersey","750","10.1","562","7.6","18,396","247.5","727","9.8","1,209","16.3","33,973","457.0"
"2013","New Mexico","77","4.5","39","2.3","1,771","102.7","46","2.7","140","8.1","2,914","169.0"
"2013","New York","2,036","12.3","1,683","10.1","72,805","438.5","1,980","11.9","3,231","19.5","119,455","719.5"
"2013","North Carolina","840","10.2","395","4.8","12,257","149.4","532","6.5","1,275","15.5","26,934","328.3"
"2013","North Dakota","12","2.0","3","0.5","125","20.8","5","0.8","19","3.2","252","41.9"
"2013","Ohio","555","5.7","232","2.4","9,157","94.4","313","3.2","1,037","10.7","18,759","193.5"
"2013","Oklahoma^","170","5.4","106","3.4","2,669","84.4","125","4.0","331","10.5","5,290","167.3"
"2013","Oregon","146","4.4","93","2.8","3,595","108.7","110","3.3","229","6.9","6,040","182.5"
"2013","Pennsylvania","792","7.3","509","4.7","18,279","168.4","630","5.8","1,286","11.8","32,044","295.1"
"2013","Rhode Island","58","6.4","30","3.3","1,321","146.0","33","3.6","76","8.4","2,216","245.0"
"2013","South Carolina^","472","11.8","253","6.3","8,623","216.2","321","8.0","705","17.7","15,171","380.3"
"2013","South Dakota","22","3.2","5","0.7","204","29.6","9","1.3","32","4.6","454","65.9"
"2013","Tennessee","610","11.2","253","4.7","8,117","149.6","330","6.1","769","14.2","15,813","291.5"
"2013","Texas","2,470","11.6","1,043","4.9","40,975","191.8","1,219","5.7","4,336","20.3","74,797","350.2"
"2013","Utah","51","2.3","32","1.4","1,363","61.0","44","2.0","109","4.9","2,459","110.1"
"2013","Vermont","7","1.3","7","1.3","315","58.2","8","1.5","13","2.4","589","108.9"
"2013","Virginia","460","6.7","258","3.7","9,937","143.8","324","4.7","943","13.6","19,988","289.3"
"2013","Washington","238","4.1","133","2.3","6,508","111.9","163","2.8","442","7.6","11,433","196.6"
"2013","West Virginia","47","3.0","30","1.9","970","61.3","41","2.6","74","4.7","1,679","106.2"
"2013","Wisconsin","139","2.9","75","1.6","2,916","60.7","91","1.9","243","5.1","5,603","116.6"
"2013","Wyoming","14","2.9","6","1.2","145","30.1","6","1.2","16","3.3","252","52.4"
"2014","Alabama^","320","7.9","210","5.2","5,395","132.9","278","6.8","664","16.4","12,157","299.5"
"2014","Alaska","14","2.3","10","1.7","343","57.2","12","2.0","38","6.3","618","103.1"
"2014","Arizona","306","5.5","175","3.1","7,191","129.2","223","4.0","742","13.3","14,200","255.2"
"2014","Arkansas","138","5.6","94","3.8","2,355","95.7","117","4.8","311","12.6","4,971","202.1"
"2014","California","2,065","6.4","1,380","4.3","67,913","212.0","1,635","5.1","5,113","16.0","117,341","366.2"
"2014","Colorado","191","4.3","118","2.7","4,815","108.3","142","3.2","377","8.5","10,692","240.5"
"2014","Connecticut","174","5.7","161","5.3","6,389","208.7","184","6.0","296","9.7","9,990","326.3"
"2014","Delaware","75","9.5","70","8.9","1,893","240.7","89","11.3","115","14.6","3,053","388.1"
"2014","District of Columbia","204","35.6","173","30.2","7,683","1341.7","212","37.0","413","72.1","14,164","2473.6"
"2014","Florida","2,340","13.8","1,658","9.8","56,643","333.8","1,971","11.6","4,483","26.4","100,464","592.0"
"2014","Georgia","1,192","14.4","734","8.9","25,016","301.9","907","10.9","2,383","28.8","47,077","568.1"
"2014","Hawaii","47","4.0","36","3.0","1,460","123.0","44","3.7","98","8.3","2,401","202.3"
"2014","Idaho","16","1.2","16","1.2","497","37.6","20","1.5","22","1.7","980","74.2"
"2014","Illinois","728","6.8","424","3.9","17,389","161.7","523","4.9","1,536","14.3","33,186","308.5"
"2014","Indiana","245","4.5","141","2.6","5,206","95.2","180","3.3","465","8.5","9,963","182.3"
"2014","Iowa","61","2.4","49","1.9","1,333","51.6","54","2.1","94","3.6","2,324","89.9"
"2014","Kansas","67","2.8","35","1.5","1,556","65.5","46","1.9","130","5.5","2,823","118.8"
"2014","Kentucky","163","4.4","87","2.4","3,334","90.4","119","3.2","341","9.3","6,424","174.3"
"2014","Louisiana","584","15.2","341","8.9","9,892","257.7","422","11.0","1,199","31.2","18,425","479.9"
"2014","Maine","19","1.7","15","1.3","737","64.1","19","1.7","59","5.1","1,394","121.2"
"2014","Maryland","633","12.7","482","9.7","16,988","340.2","591","11.8","1,230","24.6","30,807","616.9"
"2014","Massachusetts","307","5.3","211","3.6","11,167","193.1","261","4.5","648","11.2","19,266","333.1"
"2014","Michigan","357","4.3","219","2.6","7,741","92.5","287","3.4","781","9.3","14,533","173.7"
"2014","Minnesota","167","3.7","70","1.5","3,530","78.0","97","2.1","311","6.9","7,411","163.8"
"2014","Mississippi","306","12.4","190","7.7","4,319","175.1","236","9.6","473","19.2","8,729","353.8"
"2014","Missouri","234","4.6","133","2.6","6,067","119.9","171","3.4","465","9.2","11,326","223.9"
"2014","Montana","7","0.8","7","0.8","321","37.4","10","1.2","14","1.6","539","62.8"
"2014","Nebraska","48","3.1","22","1.4","1,019","66.3","29","1.9","87","5.7","1,936","125.9"
"2014","Nevada","206","8.8","106","4.5","4,030","172.1","129","5.5","429","18.3","7,946","339.3"
"2014","New Hampshire","15","1.3","9","0.8","631","54.9","13","1.1","41","3.6","1,184","103.1"
"2014","New Jersey","692","9.3","509","6.8","18,329","246.0","662","8.9","1,237","16.6","34,171","458.6"
"2014","New Mexico","57","3.3","52","3.0","1,799","104.2","67","3.9","135","7.8","3,056","177.0"
"2014","New York","1,619","9.7","1,588","9.5","73,593","442.1","1,925","11.6","3,307","19.9","122,449","735.7"
"2014","North Carolina","691","8.3","399","4.8","12,753","153.7","544","6.6","1,306","15.7","27,971","337.0"
"2014","North Dakota","10","1.6","6","1.0","145","23.7","7","1.1","20","3.3","294","48.1"
"2014","Ohio","431","4.4","259","2.7","9,399","96.6","348","3.6","945","9.7","19,502","200.4"
"2014","Oklahoma^","161","5.1","112","3.5","2,734","85.9","136","4.3","303","9.5","5,465","171.6"
"2014","Oregon","131","3.9","80","2.4","3,624","108.2","102","3.0","238","7.1","6,148","183.6"
"2014","Pennsylvania","626","5.8","495","4.6","18,447","169.6","638","5.9","1,195","11.0","32,722","300.8"
"2014","Rhode Island","39","4.3","34","3.7","1,333","147.0","38","4.2","89","9.8","2,312","254.9"
"2014","South Carolina^","365","9.0","272","6.7","8,564","211.6","328","8.1","761","18.8","15,462","382.1"
"2014","South Dakota","12","1.7","7","1.0","231","33.3","10","1.4","30","4.3","500","72.0"
"2014","Tennessee","345","6.3","259","4.7","8,107","148.2","331","6.0","757","13.8","15,807","288.9"
"2014","Texas","2,079","9.5","1,112","5.1","42,137","193.4","1,342","6.2","4,419","20.3","78,331","359.5"
"2014","Utah","49","2.2","17","0.7","1,385","61.0","22","1.0","113","5.0","2,541","111.9"
"2014","Vermont","8","1.5","3","0.6","334","61.7","3","0.6","17","3.1","628","116.1"
"2014","Virginia","401","5.8","234","3.4","10,149","145.6","306","4.4","899","12.9","20,666","296.5"
"2014","Washington","201","3.4","141","2.4","6,695","113.5","174","2.9","441","7.5","11,908","201.9"
"2014","West Virginia","48","3.0","29","1.8","987","62.5","38","2.4","84","5.3","1,729","109.6"
"2014","Wisconsin","103","2.1","78","1.6","2,927","60.7","91","1.9","216","4.5","5,700","118.1"
"2014","Wyoming","4","0.8","5","1.0","145","30.2","5","1.0","10","2.1","259","53.9"
"2015","Alabama^","349","8.6","210","5.2","5,416","133.1","278","6.8","663","16.3","12,094","297.2"
"2015","Alaska","16","2.7","9","1.5","363","60.4","12","2.0","25","4.2","650","108.2"
"2015","Arizona","283","5.0","174","3.1","7,314","129.2","214","3.8","689","12.2","14,795","261.4"
"2015","Arkansas","128","5.2","85","3.4","2,395","96.9","111","4.5","271","11.0","5,122","207.3"
"2015","California","1,930","6.0","1,417","4.4","68,559","211.9","1,703","5.3","5,029","15.5","120,964","373.9"
"2015","Colorado","185","4.1","102","2.2","4,973","109.5","123","2.7","377","8.3","11,093","244.2"
"2015","Connecticut","135","4.4","158","5.2","6,387","208.6","183","6.0","276","9.0","10,133","331.0"
"2015","Delaware","62","7.8","57","7.2","1,917","241.0","70","8.8","104","13.1","3,086","388.0"
"2015","District of Columbia","180","30.9","192","33.0","7,637","1311.2","255","43.8","365","62.7","14,168","2432.6"
"2015","Florida","2,173","12.6","1,652","9.6","57,675","333.6","1,977","11.4","4,595","26.6","104,115","602.2"
"2015","Georgia","1,209","14.4","671","8.0","25,562","304.5","853","10.2","2,627","31.3","49,025","584.0"
"2015","Hawaii","42","3.5","27","2.3","1,444","121.0","32","2.7","117","9.8","2,455","205.7"
"2015","Idaho","23","1.7","7","0.5","513","38.3","14","1.0","40","3.0","1,010","75.4"
"2015","Illinois","672","6.3","454","4.2","17,473","162.5","548","5.1","1,547","14.4","33,922","315.5"
"2015","Indiana","256","4.7","138","2.5","5,326","97.1","179","3.3","632","11.5","10,435","190.3"
"2015","Iowa","68","2.6","29","1.1","1,348","51.9","36","1.4","124","4.8","2,394","92.2"
"2015","Kansas","61","2.6","43","1.8","1,479","61.9","51","2.1","155","6.5","2,793","117.0"
"2015","Kentucky","145","3.9","96","2.6","3,347","90.5","127","3.4","340","9.2","6,561","177.3"
"2015","Louisiana","503","13.0","346","9.0","10,059","260.7","419","10.9","1,095","28.4","19,116","495.5"
"2015","Maine","23","2.0","15","1.3","739","64.3","19","1.7","47","4.1","1,419","123.5"
"2015","Maryland","623","12.4","457","9.1","17,766","353.9","546","10.9","1,168","23.3","32,446","646.3"
"2015","Massachusetts","273","4.7","227","3.9","11,215","192.7","300","5.2","598","10.3","19,633","337.3"
"2015","Michigan","353","4.2","243","2.9","7,585","90.5","301","3.6","723","8.6","14,376","171.5"
"2015","Minnesota","151","3.3","71","1.6","3,643","80.0","99","2.2","296","6.5","7,676","168.6"
"2015","Mississippi","269","10.9","175","7.1","4,394","178.0","212","8.6","502","20.3","8,998","364.5"
"2015","Missouri","223","4.4","128","2.5","6,234","122.8","172","3.4","463","9.1","11,685","230.2"
"2015","Montana","12","1.4","11","1.3","332","38.3","13","1.5","19","2.2","564","65.1"
"2015","Nebraska","47","3.0","22","1.4","1,042","67.3","28","1.8","78","5.0","1,989","128.5"
"2015","Nevada","206","8.6","104","4.4","4,184","175.4","128","5.4","477","20.0","8,431","353.5"
"2015","New Hampshire","15","1.3","24","2.1","595","51.6","29","2.5","25","2.2","1,134","98.3"
"2015","New Jersey","636","8.5","517","6.9","18,167","243.4","638","8.5","1,192","16.0","34,222","458.6"
"2015","New Mexico","53","3.1","68","3.9","1,818","105.1","75","4.3","137","7.9","3,182","183.9"
"2015","New York","1,543","9.3","1,487","8.9","73,147","439.1","1,814","10.9","3,051","18.3","123,246","739.9"
"2015","North Carolina","720","8.6","409","4.9","13,212","157.3","561","6.7","1,328","15.8","28,942","344.5"
"2015","North Dakota","14","2.2","7","1.1","165","26.5","8","1.3","20","3.2","327","52.5"
"2015","Ohio","462","4.7","231","2.4","9,680","99.2","308","3.2","925","9.5","20,216","207.3"
"2015","Oklahoma^","153","4.8","121","3.8","2,780","86.6","140","4.4","314","9.8","5,647","175.9"
"2015","Oregon","125","3.7","88","2.6","3,764","110.8","111","3.3","223","6.6","6,525","192.1"
"2015","Pennsylvania","615","5.7","471","4.3","18,531","170.3","597","5.5","1,173","10.8","33,284","305.9"
"2015","Rhode Island","33","3.6","19","2.1","1,340","147.5","27","3.0","64","7.0","2,331","256.6"
"2015","South Carolina^","382","9.3","237","5.8","8,655","210.6","296","7.2","670","16.3","15,784","384.1"
"2015","South Dakota","20","2.9","6","0.9","241","34.5","7","1.0","24","3.4","523","75.0"
"2015","Tennessee","340","6.2","252","4.6","8,211","148.8","341","6.2","736","13.3","16,272","294.8"
"2015","Texas","2,047","9.2","1,085","4.9","43,127","194.0","1,313","5.9","4,529","20.4","81,756","367.8"
"2015","Utah","51","2.2","27","1.2","1,403","60.6","31","1.3","123","5.3","2,622","113.3"
"2015","Vermont","13","2.4","3","0.6","347","64.1","5","0.9","14","2.6","639","118.0"
"2015","Virginia","424","6.0","222","3.2","10,225","145.7","280","4.0","953","13.6","21,099","300.6"
"2015","Washington","201","3.4","120","2.0","6,840","114.1","148","2.5","447","7.5","12,330","205.7"
"2015","West Virginia","34","2.2","29","1.8","957","60.9","31","2.0","71","4.5","1,697","107.9"
"2015","Wisconsin","100","2.1","66","1.4","2,899","59.9","84","1.7","225","4.6","5,779","119.4"
"2015","Wyoming","6","1.2","1","0.2","152","31.5","4","0.8","17","3.5","284","58.8"
"2016","Alabama^","296","7.3","192","4.7","5,543","135.8","258","6.3","653","16.0","12,499","306.2"
"2016","Alaska","21","3.5","7","1.2","380","62.9","12","2.0","37","6.1","688","113.9"
"2016","Arizona","290","5.0","196","3.4","7,407","128.4","244","4.2","714","12.4","15,289","265.1"
"2016","Arkansas","109","4.4","69","2.8","2,468","99.4","98","3.9","315","12.7","5,375","216.5"
"2016","California","1,992","6.1","1,463","4.5","69,288","212.4","1,776","5.4","5,067","15.5","124,733","382.4"
"2016","Colorado","174","3.8","98","2.1","5,291","114.3","127","2.7","421","9.1","11,881","256.6"
"2016","Connecticut","138","4.5","162","5.3","6,318","206.5","199","6.5","256","8.4","10,114","330.6"
"2016","Delaware","70","8.7","47","5.9","1,923","239.5","56","7.0","111","13.8","3,119","388.4"
"2016","District of Columbia","186","31.5","191","32.4","7,605","1288.4","243","41.2","351","59.5","14,279","2419.1"
"2016","Florida","2,233","12.7","1,726","9.8","58,101","329.3","2,120","12.0","4,651","26.4","106,519","603.8"
"2016","Georgia","1,110","13.0","668","7.8","25,986","305.2","848","10.0","2,526","29.7","50,817","596.9"
"2016","Hawaii","30","2.5","30","2.5","1,412","117.7","39","3.2","77","6.4","2,434","202.8"
"2016","Idaho","25","1.8","8","0.6","542","39.6","12","0.9","46","3.4","1,070","78.2"
"2016","Illinois","693","6.5","412","3.8","17,533","163.3","530","4.9","1,483","13.8","34,493","321.3"
"2016","Indiana","229","4.2","163","3.0","5,380","97.6","200","3.6","489","8.9","10,741","194.9"
"2016","Iowa","60","2.3","28","1.1","1,420","54.5","33","1.3","132","5.1","2,537","97.4"
"2016","Kansas","61","2.5","37","1.5","1,512","63.2","50","2.1","147","6.1","2,911","121.6"
"2016","Kentucky","179","4.8","95","2.6","3,431","92.4","122","3.3","338","9.1","6,802","183.2"
"2016","Louisiana","557","14.4","331","8.6","10,290","265.8","417","10.8","1,108","28.6","19,831","512.3"
"2016","Maine","16","1.4","16","1.4","771","66.9","23","2.0","53","4.6","1,519","131.7"
"2016","Maryland","588","11.7","517","10.3","17,235","342.1","651","12.9","1,097","21.8","32,083","636.9"
"2016","Massachusetts","271","4.6","218","3.7","11,207","191.4","292","5.0","640","10.9","19,954","340.8"
"2016","Michigan","380","4.5","227","2.7","7,929","94.3","287","3.4","746","8.9","15,220","181.0"
"2016","Minnesota","135","2.9","57","1.2","3,735","81.4","74","1.6","297","6.5","7,977","173.8"
"2016","Mississippi","275","11.1","164","6.6","4,476","181.1","209","8.5","427","17.3","9,145","370.0"
"2016","Missouri","227","4.5","162","3.2","6,241","122.5","196","3.8","512","10.1","11,931","234.2"
"2016","Montana","14","1.6","14","1.6","329","37.6","17","1.9","20","2.3","577","65.9"
"2016","Nebraska","35","2.2","27","1.7","1,037","66.5","29","1.9","75","4.8","2,046","131.2"
"2016","Nevada","235","9.7","117","4.8","4,354","179.2","150","6.2","509","20.9","8,879","365.4"
"2016","New Hampshire","21","1.8","15","1.3","595","51.2","20","1.7","39","3.4","1,153","99.3"
"2016","New Jersey","525","7.0","476","6.4","17,826","238.5","650","8.7","1,188","15.9","34,190","457.5"
"2016","New Mexico","69","4.0","41","2.4","1,835","105.6","48","2.8","146","8.4","3,276","188.6"
"2016","New York","1,604","9.6","1,532","9.2","73,122","439.0","1,866","11.2","2,820","16.9","124,791","749.2"
"2016","North Carolina","598","7.0","383","4.5","13,440","157.8","523","6.1","1,388","16.3","29,844","350.3"
"2016","North Dakota","16","2.6","4","0.6","184","29.6","5","0.8","46","7.4","370","59.5"
"2016","Ohio","529","5.4","254","2.6","10,096","103.3","354","3.6","955","9.8","21,085","215.6"
"2016","Oklahoma^","149","4.6","91","2.8","2,851","88.3","118","3.7","294","9.1","5,824","180.4"
"2016","Oregon","98","2.8","85","2.5","3,814","110.1","106","3.1","228","6.6","6,678","192.7"
"2016","Pennsylvania","542","5.0","460","4.2","19,825","182.1","611","5.6","1,131","10.4","35,404","325.2"
"2016","Rhode Island","30","3.3","34","3.7","1,356","149.0","39","4.3","71","7.8","2,409","264.7"
"2016","South Carolina^","366","8.8","278","6.7","8,755","209.9","342","8.2","747","17.9","16,200","388.4"
"2016","South Dakota","23","3.3","6","0.9","248","35.2","11","1.6","43","6.1","538","76.3"
"2016","Tennessee","306","5.5","246","4.4","8,117","145.7","330","5.9","716","12.9","16,161","290.1"
"2016","Texas","2,078","9.2","1,094","4.8","43,813","193.6","1,360","6.0","4,527","20.0","84,650","374.1"
"2016","Utah","47","2.0","38","1.6","1,406","59.3","49","2.1","139","5.9","2,696","113.8"
"2016","Vermont","7","1.3","11","2.0","351","64.8","11","2.0","5","0.9","653","120.6"
"2016","Virginia","400","5.7","248","3.5","10,369","146.7","319","4.5","903","12.8","21,559","305.1"
"2016","Washington","167","2.7","139","2.3","6,884","112.7","179","2.9","425","7.0","12,665","207.3"
"2016","West Virginia","43","2.7","33","2.1","981","62.7","41","2.6","68","4.3","1,745","111.5"
"2016","Wisconsin","101","2.1","69","1.4","2,934","60.4","88","1.8","229","4.7","5,918","121.8"
"2016","Wyoming","11","2.3","4","0.8","171","35.4","5","1.0","21","4.4","308","63.8"
"2017","Alabama^","293","7.2","198","4.8","5,730","140.0","262","6.4","650","15.9","13,030","318.3"
"2017","Alaska","13","2.2","4","0.7","387","64.2","7","1.2","29","4.8","712","118.0"
"2017","Arizona","303","5.2","195","3.3","7,561","128.8","248","4.2","727","12.4","15,875","270.4"
"2017","Arkansas","133","5.3","80","3.2","2,540","101.8","106","4.2","287","11.5","5,580","223.7"
"2017","California","1,924","5.9","1,434","4.4","69,692","212.2","1,725","5.3","4,806","14.6","127,828","389.2"
"2017","Colorado","174","3.7","106","2.3","5,310","112.8","132","2.8","435","9.2","12,187","258.9"
"2017","Connecticut","128","4.2","160","5.2","6,348","207.4","199","6.5","274","9.0","10,325","337.4"
"2017","Delaware","58","7.2","58","7.2","1,991","245.5","67","8.3","126","15.5","3,265","402.6"
"2017","District of Columbia","140","23.5","164","27.5","7,511","1259.6","237","39.7","316","53.0","14,199","2381.1"
"2017","Florida","2,175","12.1","1,641","9.1","58,719","327.0","2,043","11.4","4,557","25.4","109,040","607.2"
"2017","Georgia","1,333","15.5","658","7.6","26,825","311.1","842","9.8","2,596","30.1","52,828","612.6"
"2017","Hawaii","30","2.5","31","2.6","1,401","116.8","37","3.1","77","6.4","2,428","202.5"
"2017","Idaho","19","1.4","15","1.1","556","39.7","20","1.4","46","3.3","1,124","80.2"
"2017","Illinois","628","5.9","374","3.5","17,586","164.0","498","4.6","1,367","12.7","34,978","326.2"
"2017","Indiana","250","4.5","167","3.0","5,494","99.2","214","3.9","515","9.3","11,062","199.8"
"2017","Iowa","58","2.2","31","1.2","1,479","56.6","44","1.7","125","4.8","2,661","101.8"
"2017","Kansas","60","2.5","37","1.5","1,539","64.2","47","2.0","119","5.0","2,989","124.7"
"2017","Kentucky","164","4.4","108","2.9","3,491","93.7","139","3.7","365","9.8","7,060","189.4"
"2017","Louisiana","498","12.9","313","8.1","10,440","269.9","411","10.6","996","25.8","20,286","524.5"
"2017","Maine","24","2.1","24","2.1","787","68.0","35","3.0","29","2.5","1,562","134.9"
"2017","Maryland","581","11.5","473","9.3","17,388","343.7","600","11.9","1,020","20.2","32,609","644.6"
"2017","Massachusetts","270","4.6","233","4.0","11,226","190.4","308","5.2","608","10.3","20,361","345.4"
"2017","Michigan","330","3.9","226","2.7","8,005","94.9","276","3.3","773","9.2","15,652","185.5"
"2017","Minnesota","145","3.1","69","1.5","3,818","82.5","91","2.0","277","6.0","8,263","178.5"
"2017","Mississippi","244","9.8","174","7.0","4,559","184.0","220","8.9","428","17.3","9,315","376.0"
"2017","Missouri","176","3.4","155","3.0","6,288","122.9","214","4.2","502","9.8","12,234","239.2"
"2017","Montana","11","1.2","13","1.5","335","37.8","15","1.7","32","3.6","618","69.7"
"2017","Nebraska","32","2.0","23","1.5","1,044","66.5","33","2.1","88","5.6","2,112","134.5"
"2017","Nevada","193","7.8","137","5.5","4,588","185.2","175","7.1","494","19.9","9,542","385.1"
"2017","New Hampshire","12","1.0","15","1.3","595","50.9","21","1.8","32","2.7","1,177","100.7"
"2017","New Jersey","501","6.7","474","6.3","17,877","238.5","644","8.6","1,123","15.0","34,631","462.1"
"2017","New Mexico","57","3.3","49","2.8","1,857","106.6","62","3.6","141","8.1","3,404","195.3"
"2017","New York","1,447","8.7","1,467","8.8","72,688","436.9","1,796","10.8","2,729","16.4","125,692","755.5"
"2017","North Carolina","588","6.8","393","4.6","13,797","159.9","554","6.4","1,295","15.0","30,799","356.9"
"2017","North Dakota","14","2.2","3","0.5","192","30.9","3","0.5","38","6.1","408","65.6"
"2017","Ohio","448","4.6","279","2.8","10,345","105.5","380","3.9","983","10.0","21,852","222.8"
"2017","Oklahoma^","143","4.4","82","2.5","2,908","89.8","108","3.3","299","9.2","5,991","185.1"
"2017","Oregon","96","2.7","86","2.4","3,872","110.1","116","3.3","203","5.8","6,863","195.1"
"2017","Pennsylvania","553","5.1","474","4.3","19,287","177.0","650","6.0","1,100","10.1","35,268","323.6"
"2017","Rhode Island","37","4.1","28","3.1","1,418","155.8","34","3.7","85","9.3","2,541","279.1"
"2017","South Carolina^","409","9.7","264","6.2","8,925","211.0","339","8.0","706","16.7","16,640","393.4"
"2017","South Dakota","13","1.8","3","0.4","259","36.3","9","1.3","39","5.5","575","80.6"
"2017","Tennessee","320","5.7","259","4.6","8,235","146.3","335","5.9","721","12.8","16,612","295.0"
"2017","Texas","1,930","8.4","1,150","5.0","44,742","194.7","1,418","6.2","4,356","19.0","88,093","383.3"
"2017","Utah","40","1.6","19","0.8","1,384","57.0","22","0.9","113","4.7","2,746","113.1"
"2017","Vermont","13","2.4","5","0.9","369","68.0","12","2.2","20","3.7","689","127.0"
"2017","Virginia","385","5.4","228","3.2","10,670","149.8","296","4.2","863","12.1","22,330","313.6"
"2017","Washington","192","3.1","145","2.3","7,035","113.0","175","2.8","432","6.9","13,151","211.3"
"2017","West Virginia","41","2.6","25","1.6","989","63.6","31","2.0","77","5.0","1,795","115.5"
"2017","Wisconsin","107","2.2","77","1.6","2,997","61.4","101","2.1","260","5.3","6,142","125.9"
"2017","Wyoming","6","1.3","4","0.8","174","36.3","5","1.0","10","2.1","324","67.6"
"2018","Alabama^","290","7.1","164","4.0","5,891","143.4","234","5.7","607","14.8","13,471","328.0"
"2018","Alaska","11","1.8","8","1.3","377","62.8","9","1.5","23","3.8","706","117.5"
"2018","Arizona","296","4.9","197","3.3","7,720","128.9","249","4.2","753","12.6","16,509","275.7"
